native,target,geographic_distance,family_distance,phonological_distance,syntactic_distance,inventory_distance,same_script,family_distance_norm,phonological_distance_norm,syntactic_distance_norm,inventory_distance_norm,geographic_distance_norm,difficulty_score
eng,tha,5.11544099416769,4.358898943540674,2.23606797749979,5.0,5.0,0,0.8614815635668237,0.7071067811865475,0.5663181055833848,0.594574598116085,0.8135939200940332,0.7283506712054754
eng,swh,4.3122656845766585,4.58257569495584,1.4142135623730951,6.324555320336759,4.898979485566356,1,0.9188495882623101,0.4472135954999579,0.775510614061369,0.5669152768677277,0.6809197570186586,0.6616436775470484
eng,fin,1.1997027161272036,3.4641016151377544,1.7320508075688772,4.69041575982343,5.385164807134504,1,0.6319862990455887,0.5477225575051661,0.5174241841340927,0.7000323577980808,0.1667646504968851,0.543354452111343
eng,hun,0.9821678942620241,3.1622776601683795,1.7320508075688772,5.0,5.0990195135927845,1,0.5545752851926823,0.5477225575051661,0.5663181055833848,0.6216860472279178,0.1308307141743041,0.516361288843676
eng,ell,1.3610027548146495,3.4641016151377544,1.0,4.358898943540674,5.744562646538029,0,0.6319862990455887,0.31622776601683794,0.4650663600885159,0.7984351461006214,0.19340932866531546,0.5411018415839483
eng,heb,2.2443691721138057,4.0,2.6457513110645907,4.58257569495584,5.744562646538029,0,0.7694321068130031,0.8366600265340756,0.500392555981073,0.7984351461006214,0.33933002456386674,0.726804923016921
eng,ind,6.083858852923828,4.123105625617661,1.4142135623730951,4.358898943540674,4.898979485566356,1,0.8010059137728462,0.4472135954999579,0.4650663600885159,0.5669152768677277,0.9735640130282143,0.5788339372061164
eng,tgl,5.628805447264504,4.0,1.7320508075688772,5.5677643628300215,5.0990195135927845,1,0.7694321068130031,0.5477225575051661,0.6559874832690368,0.6216860472279178,0.8983950816261878,0.6371304292394969
spa,eng,0.8496208451359379,4.358898943540674,1.7320508075688772,3.7416573867739413,5.830951894845301,1,0.8614815635668237,0.5477225575051661,0.36758284421387466,0.8220884405302838,0.10893565763942578,0.5976517262506273
spa,fra,0.5346211926781899,2.449489742783178,2.6457513110645907,3.605551275463989,5.830951894845301,1,0.37176131553116615,0.8366600265340756,0.34608704225909204,0.8220884405302838,0.05690179310224794,0.5160691654793421
spa,deu,0.8562089539739437,4.0,2.449489742783178,4.242640687119285,6.244997998398398,1,0.7694321068130031,0.7745966692414833,0.4467052120725283,0.9354538718390722,0.11002392792848255,0.6596391189410623
spa,ita,0.7166617738296064,2.6457513110645907,1.4142135623730951,1.7320508075688772,4.58257569495584,1,0.42209796618756334,0.4472135954999579,0.05019735271859641,0.48028421843609864,0.0869725403744929,0.3248635190591172
spa,por,0.19015235087951507,1.0,1.7320508075688772,2.0,4.69041575982343,1,0.0,0.5477225575051661,0.09251567861159542,0.509810726139399,0.0,0.2319053840195205
spa,nld,0.8319456165006524,4.358898943540674,1.7320508075688772,4.0,5.656854249492381,1,0.8614815635668237,0.5477225575051661,0.40838396325945503,0.7744206699948047,0.10601593869594073,0.5985157985322473
spa,rus,3.184072463425055,3.7416573867739413,1.4142135623730951,3.872983346207417,4.58257569495584,0,0.703173073088302,0.4472135954999579,0.3883236969818679,0.48028421843609864,0.4945568427007164,0.5471905350983043
spa,pol,1.1919498936416237,3.872983346207417,1.4142135623730951,3.605551275463989,4.47213595499958,1,0.7368552096370148,0.4472135954999579,0.34608704225909204,0.45004592215379513,0.1654839845918662,0.4778584577705749
spa,cmn,4.917688114057882,4.0,2.23606797749979,5.385164807134504,5.196152422706632,0,0.7694321068130031,0.7071067811865475,0.6271487790515345,0.6482809458188583,0.7809277044484438,0.7193246102460957
spa,jpn,5.519143684626886,3.872983346207417,2.8284271247461903,6.6332495807108,5.0990195135927845,0,0.7368552096370148,0.8944271909999159,0.8242639773138629,0.6216860472279178,0.8802803781416836,0.7967830820951279
spa,kor,5.28605646688014,3.605551275463989,2.449489742783178,6.324555320336759,5.0990195135927845,0,0.6682649357631881,0.7745966692414833,0.775510614061369,0.6216860472279178,0.8417773873639122,0.7345725473039844
spa,arb,2.5441655514817274,4.242640687119285,2.449489742783178,4.58257569495584,5.477225575051661,0,0.831663951842585,0.7745966692414833,0.500392555981073,0.7252385089295295,0.3888525052112358,0.7214552656593523
spa,hin,4.094502185635935,4.123105625617661,2.0,5.0990195135927845,6.324555320336759,0,0.8010059137728462,0.6324555320336759,0.581956667535994,0.9572365912945104,0.6449480462036972,0.740639881651833
spa,tur,1.7235761726659078,4.242640687119285,1.7320508075688772,5.744562646538029,5.744562646538029,1,0.831663951842585,0.5477225575051661,0.6839099685708037,0.7984351461006214,0.2533017633459681,0.6556421787256194
spa,vie,5.365964011814676,3.872983346207417,2.449489742783178,5.385164807134504,5.656854249492381,1,0.7368552096370148,0.7745966692414833,0.6271487790515345,0.7744206699948047,0.8549770792879527,0.6990474404754006
spa,tha,5.300531646703766,4.69041575982343,2.8284271247461903,5.385164807134504,5.0,0,0.946508124365617,0.8944271909999159,0.6271487790515345,0.594574598116085,0.8441684996721865,0.8143836055709931
spa,swh,3.8182272303996667,4.898979485566356,2.23606797749979,5.830951894845301,3.7416573867739413,1,1.0,0.7071067811865475,0.6975537804082217,0.25004158148233185,0.5993110003097906,0.6837592386161205
spa,fin,1.9119186445628764,3.872983346207417,2.0,4.47213595499958,5.0,1,0.7368552096370148,0.6324555320336759,0.48295035037260314,0.594574598116085,0.2844135013838334,0.5791673807606484
spa,hun,1.0980509374529117,3.605551275463989,2.0,5.0,4.898979485566356,1,0.6682649357631881,0.6324555320336759,0.5663181055833848,0.5669152768677277,0.14997309266425937,0.5643929310174245
spa,ell,1.3113571304136622,3.872983346207417,1.4142135623730951,3.0,4.123105625617661,0,0.7368552096370148,0.4472135954999579,0.2504498209355252,0.35448174828358864,0.1852085142365088,0.49538261390756266
spa,heb,2.026383645957363,4.358898943540674,2.449489742783178,3.872983346207417,5.5677643628300215,0,0.8614815635668237,0.7745966692414833,0.3883236969818679,0.7500279433393438,0.3033216377272775,0.7074286491640569
spa,ind,6.171071780101399,4.47213595499958,2.23606797749979,5.0,4.242640687119285,1,0.8905242943321683,0.7071067811865475,0.5663181055833848,0.3872103349974022,0.9879704595218567,0.6646776779386675
spa,tgl,5.9204975485711735,4.358898943540674,2.449489742783178,4.795831523312719,4.242640687119285,1,0.8614815635668237,0.7745966692414833,0.5340729323281959,0.3872103349974022,0.9465788404574513,0.66431871511854
fra,eng,0.3632218118111742,4.358898943540674,2.449489742783178,3.872983346207417,5.291502622129181,1,0.8614815635668237,0.7745966692414833,0.3883236969818679,0.6743877401834383,0.02858883435386735,0.6323459785220005
fra,spa,0.5346211926781899,2.449489742783178,2.6457513110645907,3.605551275463989,5.830951894845301,1,0.37176131553116615,0.8366600265340756,0.34608704225909204,0.8220884405302838,0.05690179310224794,0.5160691654793421
fra,deu,0.47358587562612,4.0,1.7320508075688772,4.123105625617661,4.123105625617661,1,0.7694321068130031,0.5477225575051661,0.42782654465663106,0.35448174828358864,0.04681954890073378,0.5088388200390936
fra,ita,0.6055873019270347,2.6457513110645907,2.23606797749979,3.7416573867739413,4.58257569495584,1,0.42209796618756334,0.7071067811865475,0.36758284421387466,0.48028421843609864,0.06862447560863662,0.4523965105415274
fra,por,0.5014123424142881,2.23606797749979,2.0,3.3166247903554,4.242640687119285,1,0.3170234626972503,0.6324555320336759,0.3004556856387994,0.3872103349974022,0.051416120967104656,0.37396441524331947
fra,nld,0.3007829457438281,4.358898943540674,2.0,4.123105625617661,4.0,1,0.8614815635668237,0.6324555320336759,0.42782654465663106,0.32077554449390705,0.01827474202565734,0.5511537297851611
fra,rus,2.7953313060451515,3.7416573867739413,2.23606797749979,4.0,5.196152422706632,0,0.703173073088302,0.7071067811865475,0.40838396325945503,0.6482809458188583,0.43034183622274946,0.6381646435589847
fra,pol,0.766708994413325,3.872983346207417,2.23606797749979,4.0,5.477225575051661,1,0.7368552096370148,0.7071067811865475,0.40838396325945503,0.7252385089295295,0.09523969329354183,0.5930578118437388
fra,cmn,4.57115660441412,4.0,2.8284271247461903,5.477225575051661,5.5677643628300215,0,0.7694321068130031,0.8944271909999159,0.6416883174742132,0.7500279433393438,0.7236851853219002,0.7814625440557191
fra,jpn,5.18262396992479,3.872983346207417,2.23606797749979,6.557438524302,5.477225575051661,0,0.7368552096370148,0.7071067811865475,0.8122908231412682,0.7252385089295295,0.8246916779247926,0.7603117830516641
fra,kor,4.942802373729398,3.605551275463989,3.0,6.557438524302,4.898979485566356,0,0.6682649357631881,0.9486832980505138,0.8122908231412682,0.5669152768677277,0.7850762550119225,0.7743995741505939
fra,arb,2.492296876973598,4.242640687119285,2.6457513110645907,4.898979485566356,5.656854249492381,0,0.831663951842585,0.8366600265340756,0.5503635172791851,0.7744206699948047,0.38028447168478297,0.7539142197255914
fra,hin,3.901707522017804,4.123105625617661,2.23606797749979,5.385164807134504,5.477225575051661,0,0.8010059137728462,0.7071067811865475,0.6271487790515345,0.7252385089295295,0.6131008637324651,0.7319490447648503
fra,tur,1.5709275974041623,4.242640687119285,2.0,6.0,5.744562646538029,1,0.831663951842585,0.6324555320336759,0.7242522479073147,0.7984351461006214,0.22808619493187826,0.6836330998043446
fra,vie,5.1283580325933835,3.872983346207417,3.0,5.291502622129181,5.656854249492381,1,0.7368552096370148,0.9486832980505138,0.6123563221945337,0.7744206699948047,0.815727647615381,0.7376481347226294
fra,tha,5.097009697879581,4.69041575982343,3.0,5.291502622129181,4.795831523312719,0,0.946508124365617,0.9486832980505138,0.6123563221945337,0.5386734624196258,0.8105493085625056,0.8149230110522895
fra,swh,4.041253272551988,4.898979485566356,2.8284271247461903,5.744562646538029,4.898979485566356,1,1.0,0.8944271909999159,0.6839099685708037,0.5669152768677277,0.6361520151333654,0.7772336837509671
fra,fin,1.4061819970379523,3.872983346207417,2.23606797749979,5.0,4.123105625617661,1,0.7368552096370148,0.7071067811865475,0.5663181055833848,0.35448174828358864,0.20087235458105043,0.574312759276009
fra,hun,0.8082176250471161,3.605551275463989,1.7320508075688772,5.477225575051661,3.4641016151377544,1,0.6682649357631881,0.5477225575051661,0.6416883174742132,0.17404707388097052,0.10209638169516522,0.4969596637669944
fra,ell,1.1459123109500484,3.872983346207417,2.23606797749979,4.0,5.916079783099616,0,0.7368552096370148,0.7071067811865475,0.40838396325945503,0.84539637577117,0.1578791719430209,0.6642134658024589
fra,heb,2.004627997801184,4.358898943540674,2.6457513110645907,4.0,6.082762530298219,0,0.8614815635668237,0.8366600265340756,0.40838396325945503,0.8910339542092922,0.29972788630487246,0.7479277558020945
fra,ind,6.0460255545613295,4.47213595499958,2.449489742783178,4.69041575982343,4.898979485566356,1,0.8905242943321683,0.7745966692414833,0.5174241841340927,0.5669152768677277,0.9673144419362179,0.6976943060638099
fra,tgl,5.676765640397535,4.358898943540674,2.6457513110645907,5.291502622129181,5.477225575051661,1,0.8614815635668237,0.8366600265340756,0.6123563221945337,0.7252385089295295,0.90631748462946,0.7441823907133751
deu,eng,0.6463695225079125,2.6457513110645907,2.23606797749979,2.8284271247461903,5.0,1,0.42209796618756334,0.7071067811865475,0.22335260603626417,0.594574598116085,0.07536117047376932,0.44103085460125996
deu,spa,0.8562089539739437,4.0,2.449489742783178,4.242640687119285,6.244997998398398,1,0.7694321068130031,0.7745966692414833,0.4467052120725283,0.9354538718390722,0.11002392792848255,0.6596391189410623
deu,fra,0.47358587562612,4.0,1.7320508075688772,4.123105625617661,4.123105625617661,1,0.7694321068130031,0.5477225575051661,0.42782654465663106,0.35448174828358864,0.04681954890073378,0.5088388200390936
deu,ita,0.380102151963136,3.605551275463989,2.0,3.872983346207417,4.898979485566356,1,0.6682649357631881,0.6324555320336759,0.3883236969818679,0.5669152768677277,0.03137724801069346,0.5228642570644427
deu,por,0.905575218464106,3.872983346207417,2.23606797749979,4.0,4.58257569495584,1,0.7368552096370148,0.7071067811865475,0.40838396325945503,0.48028421843609864,0.11817859571667051,0.5574616133908806
deu,nld,0.3956145489437529,2.23606797749979,1.7320508075688772,1.4142135623730951,3.605551275463989,1,0.3170234626972503,0.5477225575051661,0.0,0.2127758570134721,0.033939695165280774,0.2656510414957514
deu,rus,2.416096734118195,2.8284271247461903,2.0,3.872983346207417,5.0990195135927845,0,0.46895017824916757,0.6324555320336759,0.3883236969818679,0.6216860472279178,0.3676971945874425,0.5381014426931027
deu,pol,0.3437177537560671,3.0,2.0,4.123105625617661,5.916079783099616,1,0.5129547378753354,0.6324555320336759,0.42782654465663106,0.84539637577117,0.025367016466621196,0.5256434204913524
deu,cmn,4.273373300408465,3.1622776601683795,2.23606797749979,5.385164807134504,5.830951894845301,0,0.5545752851926823,0.7071067811865475,0.6271487790515345,0.8220884405302838,0.674495238662699,0.675617064677426
deu,jpn,4.9449133412157575,3.0,2.449489742783178,5.830951894845301,5.385164807134504,0,0.5129547378753354,0.7745966692414833,0.6975537804082217,0.7000323577980808,0.7854249595116595,0.6813224463999109
deu,kor,4.68189387793226,2.6457513110645907,2.8284271247461903,5.656854249492381,5.385164807134504,0,0.42209796618756334,0.8944271909999159,0.6700578181087926,0.7000323577980808,0.7419775492800864,0.6763514823617229
deu,arb,2.1054541000112494,3.4641016151377544,2.449489742783178,5.5677643628300215,5.916079783099616,0,0.6319862990455887,0.7745966692414833,0.6559874832690368,0.84539637577117,0.31638305307498155,0.7070711626972794
deu,hin,3.5085963127757487,3.3166247903554,2.449489742783178,5.291502622129181,5.744562646538029,0,0.594161831046129,0.7745966692414833,0.6123563221945337,0.7984351461006214,0.5481639812624407,0.6915424520413316
deu,tur,1.1427765733665736,3.4641016151377544,1.7320508075688772,5.744562646538029,4.898979485566356,1,0.6319862990455887,0.5477225575051661,0.6839099685708037,0.5669152768677277,0.15736118869012017,0.556213873768794
deu,vie,4.801670198643834,3.0,2.8284271247461903,5.5677643628300215,5.196152422706632,1,0.5129547378753354,0.8944271909999159,0.6559874832690368,0.6482809458188583,0.7617630468133054,0.644021009979881
deu,tha,4.760776457481882,4.0,2.8284271247461903,5.744562646538029,5.291502622129181,0,0.7694321068130031,0.8944271909999159,0.6839099685708037,0.6743877401834383,0.755007930191947,0.7801269810451538
deu,swh,3.85543947216218,4.242640687119285,2.6457513110645907,6.48074069840786,5.385164807134504,1,0.831663951842585,0.8366600265340756,0.8001776177905671,0.7000323577980808,0.6054579808917931,0.7539774684587096
deu,fin,1.1816519506513434,3.0,1.4142135623730951,4.69041575982343,4.242640687119285,1,0.5129547378753354,0.4472135954999579,0.5174241841340927,0.3872103349974022,0.1637828977291126,0.4354453522004746
deu,hun,0.34790266792451324,2.6457513110645907,2.0,4.795831523312719,4.58257569495584,1,0.42209796618756334,0.6324555320336759,0.5340729323281959,0.48028421843609864,0.02605831010850815,0.46490340760116733
deu,ell,0.7263910571172785,3.0,2.449489742783178,4.358898943540674,5.656854249492381,0,0.5129547378753354,0.7745966692414833,0.4650663600885159,0.7744206699948047,0.08857969201635847,0.6111409457907133
deu,heb,1.6354128600786841,3.605551275463989,2.449489742783178,4.795831523312719,4.898979485566356,0,0.6682649357631881,0.7745966692414833,0.5340729323281959,0.5669152768677277,0.23873832548653173,0.6479174423094523
deu,ind,5.7682590858319935,3.7416573867739413,2.23606797749979,5.196152422706632,5.196152422706632,1,0.703173073088302,0.7071067811865475,0.5972972702283177,0.6482809458188583,0.9214310173226902,0.6505017640077544
